Tx_UTM_X,Tx_UTM_Y,Tx_UTM_Z,Tx_lon,Tx_lat,Tx_attitude,Rx_UTM_X,Rx_UTM_Y,Rx_UTM_Z,Rx_lon,Rx_lat,Rx_attitude,PL
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389012.5,3948482.5,1.5,139.773609887634,35.673986271845,1.5,135.870452880859
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389037.5,3948482.5,1.5,139.773886076092,35.6739890850141,1.5,159.403076171875
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389052.5,3948482.5,1.5,139.774051789184,35.6739907726117,1.5,136.952728271484
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389057.5,3948482.5,1.5,139.774107026885,35.6739913350935,1.5,147.133239746094
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389062.5,3948482.5,1.5,139.774162264587,35.67399189755,1.5,148.179183959961
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389067.5,3948482.5,1.5,139.774217502291,35.6739924599812,1.5,140.130142211914
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389072.5,3948482.5,1.5,139.774272739996,35.673993022387,1.5,138.471786499023
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389077.5,3948482.5,1.5,139.774327977703,35.6739935847675,1.5,140.294967651367
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389082.5,3948482.5,1.5,139.774383215411,35.6739941471227,1.5,145.205444335938
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389132.5,3948482.5,1.5,139.774935592579,35.6739997692811,1.5,162.168212890625
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389152.5,3948482.5,1.5,139.775156543489,35.6740020174352,1.5,163.21028137207
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389222.5,3948482.5,1.5,139.775929871866,35.6740098827824,1.5,155.509124755859
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389252.5,3948482.5,1.5,139.776261298405,35.6740132521255,1.5,131.355529785156
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389257.5,3948482.5,1.5,139.776316536166,35.674013813594,1.5,107.715194702148
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389262.5,3948482.5,1.5,139.77637177393,35.6740143750372,1.5,84.3179931640625
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389267.5,3948482.5,1.5,139.776427011695,35.6740149364551,1.5,89.2653274536133
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389272.5,3948482.5,1.5,139.776482249461,35.6740154978476,1.5,89.3254013061523
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389277.5,3948482.5,1.5,139.776537487229,35.6740160592148,1.5,83.1556396484375
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389282.5,3948482.5,1.5,139.776592724998,35.6740166205566,1.5,88.1122741699219
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389287.5,3948482.5,1.5,139.77664796277,35.6740171818732,1.5,88.3368606567383
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389292.5,3948482.5,1.5,139.776703200542,35.6740177431643,1.5,88.3969192504883
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389297.5,3948482.5,1.5,139.776758438316,35.6740183044302,1.5,87.357666015625
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389302.5,3948482.5,1.5,139.776813676092,35.6740188656707,1.5,94.806510925293
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389312.5,3948482.5,1.5,139.776924151647,35.6740199880758,1.5,112.254730224609
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389317.5,3948482.5,1.5,139.776979389428,35.6740205492403,1.5,117.003005981445
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389342.5,3948482.5,1.5,139.777255578351,35.6740233546829,1.5,152.60612487793
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389347.5,3948482.5,1.5,139.777310816141,35.6740239156955,1.5,135.833023071289
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389422.5,3948482.5,1.5,139.778139383164,35.6740323278434,1.5,149.230682373047
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389462.5,3948482.5,1.5,139.778581285717,35.6740368119917,1.5,134.512496948242
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389467.5,3948482.5,1.5,139.778636523543,35.6740373723962,1.5,144.59489440918
