Tx_UTM_X,Tx_UTM_Y,Tx_UTM_Z,Tx_lon,Tx_lat,Tx_attitude,Rx_UTM_X,Rx_UTM_Y,Rx_UTM_Z,Rx_lon,Rx_lat,Rx_attitude,PL
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389387.5,3949747.5,1.5,139.777578786605,35.6854315783929,1.5,173.790512084961
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389392.5,3949747.5,1.5,139.777634032264,35.6854321394116,1.5,180.425689697266
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389407.5,3949747.5,1.5,139.777799769249,35.6854338223158,1.5,185.233978271484
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389422.5,3949747.5,1.5,139.777965506249,35.6854355049918,1.5,195.331726074219
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389427.5,3949747.5,1.5,139.778020751919,35.6854360658331,1.5,190.300994873047
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389432.5,3949747.5,1.5,139.77807599759,35.6854366266491,1.5,193.512115478516
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389462.5,3949747.5,1.5,139.778407471649,35.6854399910128,1.5,188.22509765625
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389467.5,3949747.5,1.5,139.77846271733,35.6854405516514,1.5,152.987106323242
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389512.5,3949747.5,1.5,139.778959928535,35.6854455962582,1.5,172.770004272461
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389517.5,3949747.5,1.5,139.779015174232,35.6854461566433,1.5,193.158554077148
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389552.5,3949747.5,1.5,139.779401894155,35.6854500786297,1.5,169.644241333008
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389557.5,3949747.5,1.5,139.779457139864,35.6854506388121,1.5,152.933715820312
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389577.5,3949747.5,1.5,139.779678122716,35.6854528792883,1.5,191.806396484375
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389587.5,3949747.5,1.5,139.779788614151,35.6854539993743,1.5,187.510055541992
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389592.5,3949747.5,1.5,139.779843859871,35.6854545593792,1.5,171.265243530273
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389607.5,3949747.5,1.5,139.78000959704,35.6854562392422,1.5,190.218353271484
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389622.5,3949747.5,1.5,139.780175334223,35.685457918877,1.5,168.328384399414
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389627.5,3949747.5,1.5,139.780230579953,35.6854584787046,1.5,169.480117797852
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389632.5,3949747.5,1.5,139.780285825686,35.6854590385068,1.5,166.640182495117
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389637.5,3949747.5,1.5,139.780341071419,35.6854595982837,1.5,174.269622802734
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389642.5,3949747.5,1.5,139.780396317154,35.6854601580352,1.5,166.130279541016
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389647.5,3949747.5,1.5,139.780451562891,35.6854607177615,1.5,161.096115112305
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389652.5,3949747.5,1.5,139.780506808629,35.6854612774623,1.5,160.547927856445
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389657.5,3949747.5,1.5,139.780562054369,35.6854618371378,1.5,159.524520874023
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389662.5,3949747.5,1.5,139.78061730011,35.685462396788,1.5,155.025497436523
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389667.5,3949747.5,1.5,139.780672545853,35.6854629564128,1.5,155.055206298828
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389672.5,3949747.5,1.5,139.780727791597,35.6854635160123,1.5,150.768081665039
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389677.5,3949747.5,1.5,139.780783037343,35.6854640755865,1.5,151.821273803711
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389697.5,3949747.5,1.5,139.781004020342,35.6854663136296,1.5,171.515075683594
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389707.5,3949747.5,1.5,139.78111451185,35.6854674324992,1.5,167.73942565918
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389712.5,3949747.5,1.5,139.781169757607,35.6854679918959,1.5,168.830749511719
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389717.5,3949747.5,1.5,139.781225003365,35.6854685512673,1.5,180.843826293945
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389722.5,3949747.5,1.5,139.781280249124,35.6854691106133,1.5,175.967559814453
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389727.5,3949747.5,1.5,139.781335494885,35.6854696699341,1.5,169.474334716797
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389757.5,3949747.5,1.5,139.781666969483,35.6854730253261,1.5,175.215591430664
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389762.5,3949747.5,1.5,139.781722215255,35.6854735844694,1.5,155.368347167969
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389767.5,3949747.5,1.5,139.781777461028,35.6854741435873,1.5,191.100219726562
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389792.5,3949747.5,1.5,139.782053689917,35.685476938797,1.5,194.486755371094
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389797.5,3949747.5,1.5,139.7821089357,35.6854774977629,1.5,186.271942138672
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389812.5,3949747.5,1.5,139.782274673056,35.6854791745085,1.5,194.54231262207
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389817.5,3949747.5,1.5,139.782329918844,35.685479733373,1.5,186.890228271484
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389837.5,3949747.5,1.5,139.782550902013,35.6854819685777,1.5,186.835800170898
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389867.5,3949747.5,1.5,139.782882376812,35.6854853206243,1.5,150.817886352539
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389872.5,3949747.5,1.5,139.782937622618,35.6854858792101,1.5,168.221588134766
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389877.5,3949747.5,1.5,139.782992868424,35.6854864377705,1.5,186.728668212891
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389882.5,3949747.5,1.5,139.783048114232,35.6854869963055,1.5,184.183944702148
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389887.5,3949747.5,1.5,139.783103360042,35.6854875548152,1.5,171.032135009766
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389892.5,3949747.5,1.5,139.783158605853,35.6854881132996,1.5,199.291137695312
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389897.5,3949747.5,1.5,139.783213851666,35.6854886717586,1.5,186.857666015625
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389917.5,3949747.5,1.5,139.783434834933,35.6854909053412,1.5,186.34504699707
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389932.5,3949747.5,1.5,139.783600572398,35.6854925802621,1.5,186.356231689453
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389947.5,3949747.5,1.5,139.783766309877,35.6854942549549,1.5,168.520584106445
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389952.5,3949747.5,1.5,139.783821555707,35.6854948131351,1.5,168.372680664062
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389962.5,3949747.5,1.5,139.78393204737,35.6854959294196,1.5,170.017379760742
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389967.5,3949747.5,1.5,139.783987293205,35.6854964875238,1.5,170.858764648438
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389972.5,3949747.5,1.5,139.78404253904,35.6854970456026,1.5,176.888442993164
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389977.5,3949747.5,1.5,139.784097784877,35.6854976036562,1.5,174.330429077148
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389982.5,3949747.5,1.5,139.784153030716,35.6854981616843,1.5,183.222793579102
389887.458529862,3950246.91536661,43.4,139.783034517765,35.6899894671429,43.4,389992.5,3949747.5,1.5,139.784263522397,35.6854992776646,1.5,169.448669433594
