Tx_UTM_X,Tx_UTM_Y,Tx_UTM_Z,Tx_lon,Tx_lat,Tx_attitude,Rx_UTM_X,Rx_UTM_Y,Rx_UTM_Z,Rx_lon,Rx_lat,Rx_attitude,PL
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389012.5,3948482.5,1.5,139.773609887634,35.673986271845,1.5,158.331115722656
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389037.5,3948482.5,1.5,139.773886076092,35.6739890850141,1.5,189.751617431641
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389052.5,3948482.5,1.5,139.774051789184,35.6739907726117,1.5,167.965225219727
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389057.5,3948482.5,1.5,139.774107026885,35.6739913350935,1.5,173.302017211914
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389062.5,3948482.5,1.5,139.774162264587,35.67399189755,1.5,174.657592773438
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389067.5,3948482.5,1.5,139.774217502291,35.6739924599812,1.5,167.257171630859
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389072.5,3948482.5,1.5,139.774272739996,35.673993022387,1.5,165.403991699219
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389077.5,3948482.5,1.5,139.774327977703,35.6739935847675,1.5,160.886291503906
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389082.5,3948482.5,1.5,139.774383215411,35.6739941471227,1.5,158.730941772461
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389152.5,3948482.5,1.5,139.775156543489,35.6740020174352,1.5,190.475219726562
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389222.5,3948482.5,1.5,139.775929871866,35.6740098827824,1.5,180.753479003906
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389252.5,3948482.5,1.5,139.776261298405,35.6740132521255,1.5,159.201370239258
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389257.5,3948482.5,1.5,139.776316536166,35.674013813594,1.5,133.82600402832
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389262.5,3948482.5,1.5,139.77637177393,35.6740143750372,1.5,102.189331054688
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389267.5,3948482.5,1.5,139.776427011695,35.6740149364551,1.5,112.540771484375
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389272.5,3948482.5,1.5,139.776482249461,35.6740154978476,1.5,112.452171325684
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389277.5,3948482.5,1.5,139.776537487229,35.6740160592148,1.5,101.637283325195
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389282.5,3948482.5,1.5,139.776592724998,35.6740166205566,1.5,107.324462890625
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389287.5,3948482.5,1.5,139.77664796277,35.6740171818732,1.5,105.82495880127
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389292.5,3948482.5,1.5,139.776703200542,35.6740177431643,1.5,104.008453369141
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389297.5,3948482.5,1.5,139.776758438316,35.6740183044302,1.5,103.822250366211
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389302.5,3948482.5,1.5,139.776813676092,35.6740188656707,1.5,114.551193237305
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389312.5,3948482.5,1.5,139.776924151647,35.6740199880758,1.5,131.047805786133
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389317.5,3948482.5,1.5,139.776979389428,35.6740205492403,1.5,141.8115234375
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389342.5,3948482.5,1.5,139.777255578351,35.6740233546829,1.5,168.263427734375
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389347.5,3948482.5,1.5,139.777310816141,35.6740239156955,1.5,155.320678710938
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389422.5,3948482.5,1.5,139.778139383164,35.6740323278434,1.5,184.549041748047
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389462.5,3948482.5,1.5,139.778581285717,35.6740368119917,1.5,159.315170288086
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389467.5,3948482.5,1.5,139.778636523543,35.6740373723962,1.5,177.181106567383
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389512.5,3948482.5,1.5,139.779133664045,35.674042414897,1.5,164.255584716797
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389527.5,3948482.5,1.5,139.779299377573,35.6740440952746,1.5,164.156158447266
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389532.5,3948482.5,1.5,139.779354615419,35.6740446553498,1.5,164.7314453125
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389537.5,3948482.5,1.5,139.779409853266,35.6740452153997,1.5,164.18196105957
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389542.5,3948482.5,1.5,139.779465091115,35.6740457754242,1.5,173.850769042969
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389547.5,3948482.5,1.5,139.779520328965,35.6740463354235,1.5,173.418746948242
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389552.5,3948482.5,1.5,139.779575566817,35.6740468953973,1.5,170.83235168457
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389557.5,3948482.5,1.5,139.77963080467,35.6740474553459,1.5,180.235778808594
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389562.5,3948482.5,1.5,139.779686042525,35.6740480152691,1.5,185.856536865234
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389567.5,3948482.5,1.5,139.779741280382,35.6740485751669,1.5,170.952270507812
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389572.5,3948482.5,1.5,139.77979651824,35.6740491350395,1.5,174.05729675293
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389577.5,3948482.5,1.5,139.779851756099,35.6740496948867,1.5,163.356109619141
389509.583529862,3948980.16536661,36.4,139.779033104462,35.6785282318224,36.4,389582.5,3948482.5,1.5,139.77990699396,35.6740502547086,1.5,165.646514892578
