Tx_UTM_X,Tx_UTM_Y,Tx_UTM_Z,Tx_lon,Tx_lat,Tx_attitude,Rx_UTM_X,Rx_UTM_Y,Rx_UTM_Z,Rx_lon,Rx_lat,Rx_attitude,PL,Predicted PL
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388532.5,3948962.5,1.5,139.768240580673,35.6782590201999,1.5,161.32698059082,109.06789760553343
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388537.5,3948962.5,1.5,139.768295821195,35.6782595854059,1.5,161.987335205078,125.57624428774841
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388542.5,3948962.5,1.5,139.768351061718,35.6782601505866,1.5,142.955947875977,119.93426698173798
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388547.5,3948962.5,1.5,139.768406302242,35.6782607157419,1.5,125.514450073242,125.73850326919815
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388592.5,3948962.5,1.5,139.768903467032,35.6782658009996,1.5,131.914901733398,131.34722713995643
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388612.5,3948962.5,1.5,139.769124429201,35.6782680604554,1.5,125.494049072266,130.82054108087942
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388617.5,3948962.5,1.5,139.769179669747,35.678268625256,1.5,125.128387451172,129.6109424430478
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388622.5,3948962.5,1.5,139.769234910294,35.6782691900313,1.5,125.363655090332,129.05326641055063
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388637.5,3948962.5,1.5,139.769400631946,35.6782708842051,1.5,121.918792724609,129.8543123089952
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388642.5,3948962.5,1.5,139.7694558725,35.678271448879,1.5,125.234214782715,126.93547999996996
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388647.5,3948962.5,1.5,139.769511113055,35.6782720135276,1.5,122.680801391602,127.970276492172
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388652.5,3948962.5,1.5,139.769566353612,35.6782725781508,1.5,127.365737915039,127.06539234544917
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388657.5,3948962.5,1.5,139.76962159417,35.6782731427487,1.5,114.701736450195,127.36785143809443
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388662.5,3948962.5,1.5,139.76967683473,35.6782737073213,1.5,130.556365966797,127.23138248554767
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388667.5,3948962.5,1.5,139.769732075291,35.6782742718686,1.5,130.595336914062,126.6452940185895
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388672.5,3948962.5,1.5,139.769787315854,35.6782748363905,1.5,129.020004272461,124.95980374271495
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388677.5,3948962.5,1.5,139.769842556419,35.678275400887,1.5,131.609680175781,128.303083454923
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388682.5,3948962.5,1.5,139.769897796985,35.6782759653582,1.5,133.006011962891,128.97623701724189
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388687.5,3948962.5,1.5,139.769953037552,35.6782765298041,1.5,129.705841064453,130.00301056455447
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388692.5,3948962.5,1.5,139.770008278121,35.6782770942247,1.5,126.229080200195,130.7990847259232
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388697.5,3948962.5,1.5,139.770063518692,35.6782776586199,1.5,122.294372558594,131.0132604619115
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388702.5,3948962.5,1.5,139.770118759264,35.6782782229898,1.5,125.026504516602,133.00104105501674
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388707.5,3948962.5,1.5,139.770173999838,35.6782787873343,1.5,117.241333007812,130.6967534351063
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388712.5,3948962.5,1.5,139.770229240413,35.6782793516535,1.5,137.064956665039,126.31613411584601
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388717.5,3948962.5,1.5,139.77028448099,35.6782799159474,1.5,119.775375366211,130.16609623719725
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388732.5,3948962.5,1.5,139.770450202729,35.678281608677,1.5,126.466369628906,127.11434474411557
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388747.5,3948962.5,1.5,139.770615924482,35.6782833011786,1.5,121.970611572266,125.37749352640823
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388752.5,3948962.5,1.5,139.77067116507,35.6782838652951,1.5,123.386840820312,121.39109454209762
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388757.5,3948962.5,1.5,139.770726405659,35.6782844293863,1.5,125.550384521484,116.84696901121204
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388772.5,3948962.5,1.5,139.770892127435,35.6782861215078,1.5,82.3690032958984,119.91684706232297
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388777.5,3948962.5,1.5,139.770947368031,35.6782866854976,1.5,85.1417922973633,116.61003511442381
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388782.5,3948962.5,1.5,139.771002608627,35.6782872494621,1.5,93.9446105957031,115.5784472214584
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388787.5,3948962.5,1.5,139.771057849225,35.6782878134012,1.5,98.8844223022461,113.84661794849559
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388792.5,3948962.5,1.5,139.771113089825,35.6782883773151,1.5,100.806190490723,108.65716234376218
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388797.5,3948962.5,1.5,139.771168330427,35.6782889412035,1.5,111.475433349609,108.87977295707871
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388802.5,3948962.5,1.5,139.771223571029,35.6782895050667,1.5,109.091186523438,109.89203347660668
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388807.5,3948962.5,1.5,139.771278811634,35.6782900689045,1.5,104.483032226562,110.24823027538719
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388812.5,3948962.5,1.5,139.77133405224,35.678290632717,1.5,103.662231445312,114.75432315343133
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388817.5,3948962.5,1.5,139.771389292847,35.6782911965041,1.5,109.135025024414,112.37537536673126
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388822.5,3948962.5,1.5,139.771444533456,35.6782917602659,1.5,119.991073608398,110.79547886485886
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388827.5,3948962.5,1.5,139.771499774067,35.6782923240024,1.5,120.470001220703,116.97313810616708
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388832.5,3948962.5,1.5,139.771555014679,35.6782928877135,1.5,120.735900878906,116.10459267460003
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388837.5,3948962.5,1.5,139.771610255292,35.6782934513993,1.5,121.072113037109,114.34021545881046
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388842.5,3948962.5,1.5,139.771665495907,35.6782940150597,1.5,120.959945678711,114.41327153501729
389015.677279862,3949461.16536661,63.2,139.773509983216,35.682808667627,63.2,388867.5,3948962.5,1.5,139.771941699006,35.6782968329819,1.5,123.52978515625,112.44139201059906
