Tx_UTM_X,Tx_UTM_Y,Tx_UTM_Z,Tx_lon,Tx_lat,Tx_attitude,Rx_UTM_X,Rx_UTM_Y,Rx_UTM_Z,Rx_lon,Rx_lat,Rx_attitude,PL,Predicted PL
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388772.5,3949367.5,1.5,139.770836131127,35.6819369310123,1.5,189.152313232422,175.91783256911643
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388837.5,3949367.5,1.5,139.771554291681,35.6819442618838,1.5,185.672424316406,177.21363052693135
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388842.5,3949367.5,1.5,139.771609534811,35.6819448256196,1.5,195.59358215332,177.637853718911
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388847.5,3949367.5,1.5,139.771664777943,35.6819453893301,1.5,182.267074584961,177.0035672427077
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388852.5,3949367.5,1.5,139.771720021076,35.6819459530152,1.5,184.507659912109,176.664863615915
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388857.5,3949367.5,1.5,139.771775264211,35.681946516675,1.5,186.123992919922,177.70047037028587
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388867.5,3949367.5,1.5,139.771885750485,35.6819476439185,1.5,189.57763671875,177.3343304768182
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388917.5,3949367.5,1.5,139.772438181949,35.6819532786159,1.5,186.739776611328,178.64131151882924
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388927.5,3949367.5,1.5,139.77254866826,35.6819544052513,1.5,185.387420654297,176.23558329430713
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388937.5,3949367.5,1.5,139.772659154577,35.6819555317853,1.5,184.914855957031,175.95950280098168
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388942.5,3949367.5,1.5,139.772714397738,35.6819560950143,1.5,184.7119140625,175.95950280098168
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388947.5,3949367.5,1.5,139.772769640901,35.681956658218,1.5,184.532592773438,175.95950280098168
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388967.5,3949367.5,1.5,139.772990613566,35.6819589107792,1.5,150.421157836914,175.21921942784172
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388977.5,3949367.5,1.5,139.773101099908,35.6819600369078,1.5,151.008209228516,166.1608359299554
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388982.5,3949367.5,1.5,139.773156343081,35.6819605999341,1.5,151.586212158203,166.06966654739287
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388987.5,3949367.5,1.5,139.773211586256,35.681961162935,1.5,148.680297851562,165.95038798634175
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388992.5,3949367.5,1.5,139.773266829432,35.6819617259106,1.5,150.832046508789,165.95038798634175
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,388997.5,3949367.5,1.5,139.77332207261,35.6819622888609,1.5,150.591674804688,166.62428698418853
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389002.5,3949367.5,1.5,139.773377315789,35.6819628517858,1.5,150.777648925781,166.57175665767764
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389007.5,3949367.5,1.5,139.77343255897,35.6819634146854,1.5,150.732086181641,167.85310494429174
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389012.5,3949367.5,1.5,139.773487802152,35.6819639775596,1.5,148.96044921875,167.6141692238886
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389017.5,3949367.5,1.5,139.773543045336,35.6819645404086,1.5,164.652648925781,167.94479702356278
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389022.5,3949367.5,1.5,139.773598288521,35.6819651032321,1.5,159.951049804688,168.1986684115628
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389027.5,3949367.5,1.5,139.773653531708,35.6819656660303,1.5,160.892364501953,167.4116544728277
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389032.5,3949367.5,1.5,139.773708774897,35.6819662288032,1.5,167.623916625977,165.85092600460484
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389117.5,3949367.5,1.5,139.774647909336,35.6819757920651,1.5,167.325531005859,163.34429013196743
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389122.5,3949367.5,1.5,139.774703152552,35.6819763543819,1.5,166.547485351562,161.0478027572818
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389127.5,3949367.5,1.5,139.774758395769,35.6819769166733,1.5,154.183532714844,163.78353982156756
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389132.5,3949367.5,1.5,139.774813638988,35.6819774789393,1.5,153.589248657227,162.79339630455615
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389137.5,3949367.5,1.5,139.774868882209,35.6819780411801,1.5,146.343658447266,163.4441612151085
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389142.5,3949367.5,1.5,139.774924125431,35.6819786033955,1.5,147.171569824219,162.7234526939486
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389147.5,3949367.5,1.5,139.774979368655,35.6819791655855,1.5,146.950698852539,161.18748177211262
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389152.5,3949367.5,1.5,139.77503461188,35.6819797277502,1.5,146.726135253906,161.18748177211262
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389157.5,3949367.5,1.5,139.775089855107,35.6819802898896,1.5,162.945724487305,163.68769218639434
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389162.5,3949367.5,1.5,139.775145098335,35.6819808520036,1.5,164.552749633789,161.18748177211262
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389167.5,3949367.5,1.5,139.775200341565,35.6819814140923,1.5,143.499969482422,161.18748177211262
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389172.5,3949367.5,1.5,139.775255584797,35.6819819761557,1.5,144.030883789062,161.18748177211262
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389177.5,3949367.5,1.5,139.775310828029,35.6819825381937,1.5,155.941772460938,161.18748177211262
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389182.5,3949367.5,1.5,139.775366071264,35.6819831002063,1.5,172.521728515625,162.44412086588156
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389187.5,3949367.5,1.5,139.7754213145,35.6819836621937,1.5,167.592025756836,160.59296021820404
389245.583529862,3949865.66536661,49.4,139.775994460421,35.686480828599,49.4,389192.5,3949367.5,1.5,139.775476557737,35.6819842241557,1.5,171.625961303711,160.59296021820404
