Tx_UTM_X,Tx_UTM_Y,Tx_UTM_Z,Tx_lon,Tx_lat,Tx_attitude,Rx_UTM_X,Rx_UTM_Y,Rx_UTM_Z,Rx_lon,Rx_lat,Rx_attitude,PL
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388072.5,3948307.5,1.5,139.763249569248,35.6723025295078,1.5,174.052597045898
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388077.5,3948307.5,1.5,139.763304805561,35.6723030969221,1.5,177.826858520508
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388082.5,3948307.5,1.5,139.763360041876,35.672303664311,1.5,197.647796630859
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388087.5,3948307.5,1.5,139.763415278192,35.6723042316746,1.5,194.864318847656
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388092.5,3948307.5,1.5,139.763470514509,35.6723047990129,1.5,186.751892089844
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388097.5,3948307.5,1.5,139.763525750829,35.6723053663258,1.5,186.387786865234
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388102.5,3948307.5,1.5,139.763580987149,35.6723059336134,1.5,183.417526245117
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388107.5,3948307.5,1.5,139.763636223472,35.6723065008757,1.5,168.467651367188
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388112.5,3948307.5,1.5,139.763691459795,35.6723070681126,1.5,168.273498535156
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388117.5,3948307.5,1.5,139.763746696121,35.6723076353242,1.5,169.239471435547
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388122.5,3948307.5,1.5,139.763801932447,35.6723082025105,1.5,169.066802978516
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388127.5,3948307.5,1.5,139.763857168776,35.6723087696715,1.5,155.00080871582
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388147.5,3948307.5,1.5,139.764078114105,35.6723110380619,1.5,119.94108581543
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388152.5,3948307.5,1.5,139.764133350441,35.6723116050962,1.5,114.368591308594
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388157.5,3948307.5,1.5,139.764188586779,35.6723121721052,1.5,132.028564453125
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388162.5,3948307.5,1.5,139.764243823118,35.6723127390888,1.5,114.590118408203
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388182.5,3948307.5,1.5,139.76446476849,35.6723150067701,1.5,167.155578613281
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388192.5,3948307.5,1.5,139.764575241186,35.6723161404587,1.5,173.097229003906
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388212.5,3948307.5,1.5,139.764796186595,35.6723184075319,1.5,165.209167480469
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388217.5,3948307.5,1.5,139.764851422951,35.6723189742369,1.5,150.335235595703
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388222.5,3948307.5,1.5,139.764906659309,35.6723195409166,1.5,150.13996887207
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388242.5,3948307.5,1.5,139.765127604755,35.6723218073819,1.5,188.55940246582
