Tx_UTM_X,Tx_UTM_Y,Tx_UTM_Z,Tx_lon,Tx_lat,Tx_attitude,Rx_UTM_X,Rx_UTM_Y,Rx_UTM_Z,Rx_lon,Rx_lat,Rx_attitude,PL
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388822.5,3948072.5,1.5,139.771567496442,35.670268983982,1.5,153.696594238281
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388827.5,3948072.5,1.5,139.771622731527,35.6702695475529,1.5,154.065872192383
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388832.5,3948072.5,1.5,139.771677966614,35.6702701110984,1.5,154.036804199219
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388847.5,3948072.5,1.5,139.771843671882,35.670271801583,1.5,152.93864440918
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388852.5,3948072.5,1.5,139.771898906975,35.6702723650272,1.5,150.07502746582
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388857.5,3948072.5,1.5,139.771954142069,35.6702729284461,1.5,156.736679077148
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388867.5,3948072.5,1.5,139.772064612262,35.6702740552079,1.5,152.477600097656
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388872.5,3948072.5,1.5,139.772119847361,35.6702746185508,1.5,167.82975769043
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388877.5,3948072.5,1.5,139.772175082461,35.6702751818684,1.5,161.635467529297
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388922.5,3948072.5,1.5,139.772672198433,35.6702802505867,1.5,157.563995361328
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388927.5,3948072.5,1.5,139.772727433549,35.670280813651,1.5,156.776824951172
389297.677279862,3948569.91536661,38.6,139.776748370991,35.6748063190417,38.6,388932.5,3948072.5,1.5,139.772782668666,35.67028137669,1.5,158.49348449707
