distance_m,fspl_dB,umi_pathloss_dB,tx_height_m,f3_polygon_count,los_intersection_count,dist_to_first_intersection_m,dist_to_last_intersection_m,is_los,fresnel3_obstr_poly_area,los_obstr_poly_area,f1_polygon_count,fresnel1_obstr_poly_area,tx_sphere_poly_count,tx_sphere_obstr_poly_area,avg_tx_clutter_height,rx_sphere_poly_count,rx_sphere_obstr_poly_area,avg_rx_clutter_height,pointnet_prediction,measured_pathloss_dB
707.4514585,106.3458937,109.1455904,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,277,17776.52774,20.26672238,155,152.4309998
703.9326003,106.3025824,109.1001135,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,253,17918.33267,19.74279051,140,157.1058502
700.4317565,106.2592774,109.0546432,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,258,20234.55734,18.07227214,140,154.516037
696.9491984,106.2159833,109.0091844,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,299,25276.56119,18.85520528,140,151.6322174
693.4852016,106.1727048,108.963742,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,331,30375.70065,20.02036254,140,155.0582275
690.0400456,106.1294467,108.918321,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,354,34962.18498,21.52179805,140,147.9213257
686.614014,106.0862141,108.8729267,64.1,14,0,-1,-1,1,181.7416823,0,0,0,176,18081.63474,43.5511367,368,39271.46805,22.48427046,140,146.5794525
683.2073946,106.043012,108.8275645,64.1,14,0,-1,-1,1,149.2556567,0,14,54.5883674,176,18081.63474,43.5511367,397,42607.87564,22.32193388,140,142.1805267
679.820479,105.9998457,108.7822399,64.1,31,0,-1,-1,1,97.14986291,0,10,1.816936112,176,18081.63474,43.5511367,403,45006.9435,22.93443126,140,140.476181
676.4535634,105.9567206,108.7369586,64.1,10,0,-1,-1,1,31.9549665,0,0,0,176,18081.63474,43.5511367,413,46248.96128,22.81550822,140,140.1082153
673.1069477,105.9136423,108.6917263,64.1,38,0,-1,-1,1,84.18691195,0,0,0,176,18081.63474,43.5511367,426,47832.61557,22.64357025,140,141.7129822
663.1919648,105.7847459,108.5563852,64.1,61,6,405.387809,409.0020265,0,871.2059095,282.8309358,14,126.3383857,176,18081.63474,43.5511367,421,50252.16686,23.07634806,140,138.1035004
653.4708879,105.6564857,108.4217119,64.1,105,8,328.9583384,395.9343111,0,1023.086702,101.3692812,21,14.31894036,176,18081.63474,43.5511367,405,48636.30321,23.62491458,140,129.0109558
650.2751272,105.6139037,108.3770008,64.1,63,4,395.4713769,395.4713769,0,354.7003966,46.98059097,10,18.21048018,176,18081.63474,43.5511367,408,45723.93569,23.23179505,140,105.8087234
647.1022181,105.5714186,108.3323915,64.1,78,6,304.2116777,396.1551346,0,668.503925,108.2937547,21,26.42299638,176,18081.63474,43.5511367,411,43032.8164,22.71595505,140,142.8105621
643.9524986,105.5290375,108.2878913,64.1,81,6,304.0312455,398.4202176,0,761.1559146,105.0359129,55,131.640963,176,18081.63474,43.5511367,403,39393.4955,21.72722967,140,105.9077759
640.8263104,105.4867675,108.2435078,64.1,68,8,303.8604146,322.3463156,0,914.2377968,119.2910002,39,143.1528248,176,18081.63474,43.5511367,378,35982.85236,21.5901316,140,143.1024475
637.7239997,105.444616,108.1992488,64.1,52,0,-1,-1,1,753.8929539,0,13,7.957521972,176,18081.63474,43.5511367,364,33769.44974,20.47612623,140,143.3434296
602.4901462,104.9509598,107.6809097,64.1,23,0,-1,-1,1,117.8757383,0,10,5.301350292,176,18081.63474,43.5511367,166,29071.62351,20.3071257,140,147.7218323
599.7315365,104.9110985,107.6390554,64.1,10,0,-1,-1,1,133.5852395,0,10,39.5726976,176,18081.63474,43.5511367,308,30496.34181,17.98362561,140,146.4892578
597.0020566,104.8714773,107.5974532,64.1,19,0,-1,-1,1,216.8574036,0,10,83.08196706,176,18081.63474,43.5511367,388,29992.99818,22.34143431,140,141.4189758
594.3021078,104.8321062,107.5561135,64.1,54,4,215.5056974,216.8350908,0,415.8088218,84.96266069,0,0,176,18081.63474,43.5511367,368,28852.24636,27.15630519,140,143.0054779
591.6320943,104.7929953,107.515047,64.1,58,4,214.5374977,217.2791105,0,342.565451,54.35207358,20,49.44582288,176,18081.63474,43.5511367,368,28290.25636,30.06565103,140,144.2844543
576.2636317,104.564385,107.2750063,64.1,53,4,208.9645893,221.1823589,0,790.960187,96.30150835,18,124.4661758,176,18081.63474,43.5511367,316,13681.12446,36.85664979,140,156.4349976
573.8147026,104.5273942,107.2361659,64.1,53,6,208.0765591,221.42279,0,636.3911137,93.1882806,40,145.9819354,176,18081.63474,43.5511367,300,12835.51417,38.0956272,140,163.4820557
571.399031,104.4907508,107.1976903,64.1,53,4,207.2005888,220.0173338,0,479.5258059,101.2145506,0,0,176,18081.63474,43.5511367,320,11885.45735,34.83836856,140,142.924057
569.0170405,104.4544662,107.1595915,64.1,51,2,220.6340289,220.6340289,0,307.1534374,68.36842228,0,0,176,18081.63474,43.5511367,314,10529.50433,33.80142393,140,147.5925598
566.6691557,104.4185523,107.1218819,64.1,121,6,219.5034581,225.9038129,0,551.3811944,134.5882384,63,36.00838412,176,18081.63474,43.5511367,294,9212.423888,33.63271976,140,140.6397858
564.3558024,104.3830207,107.0845737,64.1,123,8,220.144418,473.6456572,0,502.4212656,55.15305713,60,103.2401932,176,18081.63474,43.5511367,294,7967.464042,30.78185969,140,150.5670929
562.077407,104.3478834,107.0476795,64.1,106,8,208.7749826,474.239002,0,498.7992144,152.2352187,45,77.74541514,176,18081.63474,43.5511367,290,6417.934237,27.10686699,140,138.0045166
559.8343962,104.3131524,107.0112119,64.1,70,12,209.419727,473.5938605,0,600.4096003,281.2047464,56,251.0863695,176,18081.63474,43.5511367,270,5162.557663,22.52474925,140,138.0701752
557.627197,104.2788397,106.9751837,64.1,34,4,411.5395607,417.2996632,0,448.869034,149.4923786,8,26.08030477,176,18081.63474,43.5511367,249,4537.985187,17.81350965,140,113.9334106
555.4562364,104.2449577,106.9396076,64.1,22,0,-1,-1,1,351.8785151,0,14,161.7085927,176,18081.63474,43.5511367,198,4076.753838,12.6455899,140,109.9400177
553.3219409,104.2115186,106.9044965,64.1,8,0,-1,-1,1,46.78505659,0,0,0,176,18081.63474,43.5511367,77,4017.996182,11.85428126,140,103.4224091
551.2247363,104.1785348,106.8698635,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,82,4767.742323,11.77455028,140,116.6842041
549.1650477,104.1460186,106.8357215,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,94,5707.344557,11.69999563,140,128.7944489
547.1432987,104.1139825,106.8020836,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,94,6426.223474,12.04062004,140,140.6830139
545.1599114,104.082439,106.768963,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,109,7140.547404,11.67746759,140,141.3130341
543.2153061,104.0514008,106.7363728,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,118,8992.444762,13.80332526,140,141.3623352
541.3099006,104.0208802,106.7043262,64.1,13,0,-1,-1,1,7.742531938,0,0,0,176,18081.63474,43.5511367,140,11095.22774,15.98273725,140,141.397583
539.4441103,103.9908899,106.6728364,64.1,13,0,-1,-1,1,46.10887649,0,13,1.396399849,176,18081.63474,43.5511367,144,12692.73345,16.9942899,140,141.3187256
537.6183478,103.9614424,106.6419165,64.1,13,0,-1,-1,1,96.74142543,0,13,26.83693778,176,18081.63474,43.5511367,136,14041.36708,18.14276654,140,141.5815887
535.8330221,103.9325503,106.6115798,64.1,13,6,143.5940353,144.9866602,0,150.3897333,96.27340169,13,59.67867957,176,18081.63474,43.5511367,120,15187.69368,20.66522087,140,150.3164978
534.0885388,103.904226,106.5818392,64.1,13,6,141.0694023,145.5584834,0,197.7416879,116.4237617,13,79.95277986,176,18081.63474,43.5511367,112,15122.19449,21.66968517,140,142.2454681
532.3852993,103.8764819,106.552708,64.1,13,4,139.4747345,146.1499496,0,220.4503316,129.1724792,0,0,176,18081.63474,43.5511367,136,17942.20594,21.06771659,140,162.8758392
530.7237009,103.8493305,106.5241989,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,158,19221.86974,21.84332052,140,166.6428528
529.1041356,103.8227839,106.4963251,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,196,20508.82856,22.29000619,140,169.5751801
527.5269908,103.7968545,106.4690992,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,408,26343.61563,20.47465948,140,160.727478
525.992648,103.7715543,106.442534,64.1,10,2,148.7233015,148.7233015,0,55.95101561,27.42690035,0,0,176,18081.63474,43.5511367,523,30620.89667,23.67329515,140,158.6427917
512.0421882,103.5380757,106.1973814,64.1,29,0,-1,-1,1,45.00060489,0,0,0,176,18081.63474,43.5511367,497,40131.56078,35.81599241,155,163.0570831
511.0486691,103.521206,106.1796683,64.1,51,0,-1,-1,1,71.20116714,0,10,3.935097208,176,18081.63474,43.5511367,477,37344.04285,35.13273254,155,143.6857605
