distance_m,fspl_dB,umi_pathloss_dB,tx_height_m,f3_polygon_count,los_intersection_count,dist_to_first_intersection_m,dist_to_last_intersection_m,is_los,fresnel3_obstr_poly_area,los_obstr_poly_area,f1_polygon_count,fresnel1_obstr_poly_area,tx_sphere_poly_count,tx_sphere_obstr_poly_area,avg_tx_clutter_height,rx_sphere_poly_count,rx_sphere_obstr_poly_area,avg_rx_clutter_height,pointnet_prediction,measured_pathloss_dB
705.2980851,87.47925383,90.27762654,51.1,261,12,287.8394038,629.1943762,0,13205.41261,2255.588099,63,2197.077637,604,40867.42223,33.3594368,97,3911.391694,9.220398279,135,122.1890411
701.7690974,87.43568454,90.23187878,51.1,231,14,281.090308,323.3309811,0,12684.46707,2426.713352,63,2099.558747,604,40867.42223,33.3594368,97,4937.443673,10.75375444,135,131.2952576
698.2580778,87.39211911,90.18613508,51.1,246,8,277.8043843,310.7196375,0,12727.67532,1545.004815,63,1957.0828,604,40867.42223,33.3594368,103,6018.59797,11.0893252,135,131.0062561
694.7652988,87.34856212,90.14040023,51.1,260,10,274.5695402,611.1697541,0,13327.59358,1894.466189,59,1766.585888,604,40867.42223,33.3594368,134,7332.201589,11.66528568,135,130.7244568
691.2910369,87.30501826,90.09467919,51.1,268,10,271.3848679,606.9345508,0,12896.01071,1681.286349,59,2078.938098,604,40867.42223,33.3594368,136,8611.825367,13.51681374,135,130.4502563
687.8355726,87.26149239,90.04897702,51.1,344,10,268.2494855,602.3884146,0,13931.9973,2220.887046,74,2346.217476,604,40867.42223,33.3594368,136,9849.34873,14.52364966,135,130.1812134
684.3991906,87.21798948,90.00329897,51.1,363,12,265.1625354,594.8447008,0,14652.96608,2348.260263,55,2380.102317,604,40867.42223,33.3594368,129,12038.23981,17.13905979,135,129.918045
680.9821799,87.17451469,89.95765043,51.1,392,18,262.1231842,673.7638741,0,15975.26393,3250.281993,92,2502.814189,604,40867.42223,33.3594368,131,13892.17366,17.13227379,135,145.2349396
677.5848334,87.13107327,89.91203695,51.1,364,20,259.1306215,662.8183656,0,15216.20877,2714.797821,109,2905.69216,604,40867.42223,33.3594368,134,15436.9721,16.91650893,135,145.0214233
605.6105862,86.1556689,88.88786236,51.1,101,4,180.4222561,180.4222561,0,1967.620193,780.0998342,0,0,604,40867.42223,33.3594368,81,22074.61684,25.55907896,130,141.8589325
602.7840901,86.11503536,88.84519714,51.1,99,2,179.3388652,179.3388652,0,2031.611245,175.5152841,0,0,604,40867.42223,33.3594368,67,19883.44564,28.47716607,130,146.0867004
599.9859469,86.07462131,88.80276238,51.1,95,2,180.2004935,180.2004935,0,2044.933067,202.8880975,0,0,604,40867.42223,33.3594368,71,18089.7389,25.67709592,130,140.2793427
597.2165551,86.0344365,88.76056834,51.1,89,2,181.0873512,181.0873512,0,2045.519696,228.9321959,0,0,604,40867.42223,33.3594368,52,16456.94682,29.02900378,130,139.1978149
548.5044738,85.29540322,87.9845834,51.1,108,2,483.2489431,483.2489431,0,2604.310331,101.2500715,13,33.28479727,604,40867.42223,33.3594368,136,28244.62107,22.39820423,120,137.2303925
546.4353895,85.26257611,87.95011493,51.1,121,14,276.7147708,487.4242318,0,3529.100514,1209.391146,13,36.10493612,604,40867.42223,33.3594368,163,30778.46083,23.05078655,120,136.354248
544.4043646,85.23023171,87.9161533,51.1,151,17,254.2990678,538.678346,0,5032.036652,1685.02359,13,36.24181696,604,40867.42223,33.3594368,232,35037.59738,21.91141623,120,137.3726807
542.4118263,85.19838274,87.88271189,51.1,228,14,256.4854283,496.0810536,0,6106.032338,1898.504456,13,33.22340732,604,40867.42223,33.3594368,266,38910.72367,22.06068034,120,132.1154785
540.4582006,85.16704196,87.84980407,51.1,283,20,86.23059671,502.388773,0,7457.649899,1427.605791,49,202.6828711,604,40867.42223,33.3594368,332,43353.44527,20.81751141,130,134.2894287
538.5439107,85.13622213,87.81744325,51.1,292,12,85.51036761,507.1457855,0,7435.125307,1119.200053,81,369.3575559,604,40867.42223,33.3594368,394,48607.41342,20.31638814,135,136.9599609
536.6693777,85.10593604,87.78564286,51.1,379,24,84.80334119,512.6250846,0,9747.323331,1293.340816,82,1032.036942,604,40867.42223,33.3594368,440,53527.1503,20.9140215,135,136.0811157
534.8350196,85.07619646,87.7544163,51.1,533,42,84.1093938,517.2536724,0,13309.91549,3015.177964,155,2064.761064,604,40867.42223,33.3594368,547,59613.37402,20.549574,135,137.1022644
533.0412511,85.04701613,87.72377695,51.1,610,54,83.42840365,513.0448868,0,16374.21609,4119.210032,240,3153.818159,604,40867.42223,33.3594368,673,65817.66418,20.42335625,135,134.5437164
531.2884834,85.01840778,87.69373818,51.1,572,50,82.76025068,509.5028017,0,16917.07101,4078.153037,285,3338.155006,604,40867.42223,33.3594368,743,70462.39006,21.07340938,135,139.5011292
516.1029205,84.76652607,87.42926239,51.1,678,68,186.4180902,509.2662349,0,16641.01666,3846.82392,269,2806.077814,604,40867.42223,33.3594368,1719,89082.14826,16.09336411,135,140.102417
510.1809587,84.66628465,87.3240089,51.1,566,46,199.8017017,500.5171081,0,10934.0472,2201.235454,197,1429.679987,604,40867.42223,33.3594368,1871,86560.33683,16.66194404,135,142.5939026
508.1373485,84.63142208,87.2874032,51.1,447,46,73.20453118,500.3469129,0,10413.11465,2610.167045,99,655.0015616,604,40867.42223,33.3594368,1725,82597.48944,16.7121988,135,138.5454407
507.1863979,84.6151517,87.27031929,51.1,429,44,72.74585869,501.3655234,0,8981.285302,2184.284193,98,564.1759025,604,40867.42223,33.3594368,1658,80507.04236,16.68762077,135,139.4920959
506.2830428,84.59966737,87.25406075,51.1,394,40,72.29800377,503.268808,0,8499.131128,2401.398616,96,647.1896924,604,40867.42223,33.3594368,1589,79053.87381,16.99412964,135,138.4230652
505.4275384,84.58497776,87.23863666,51.1,418,60,71.86086107,498.3264059,0,8952.126066,2107.197699,148,1428.648167,604,40867.42223,33.3594368,1543,77968.96444,17.13702268,135,139.1630249
501.3121381,84.51396414,87.16407236,51.1,125,6,69.42815269,135.8245901,0,3648.424445,983.2289307,43,394.1049664,604,40867.42223,33.3594368,1277,70275.30251,18.33252399,120,123.7266388
500.7977007,84.50504626,87.15470859,51.1,89,12,69.05135512,489.0300892,0,2764.456093,1074.557448,22,602.3798406,604,40867.42223,33.3594368,1227,70488.96723,19.11406538,120,127.5292969
500.3327035,84.49697756,87.14623645,51.1,115,8,68.68465,400.6524256,0,3919.540234,939.1516346,18,431.1733164,604,40867.42223,33.3594368,1160,70896.4317,19.32376989,120,131.0401306
499.2356616,84.47791175,87.12621735,51.1,196,10,67.64395585,421.2083245,0,5370.024345,905.1333771,84,727.0381004,604,40867.42223,33.3594368,887,70161.71327,22.63347103,120,140.9390106
498.9696614,84.47328254,87.12135669,51.1,208,14,67.38544821,480.7408936,0,5333.196322,732.0204302,117,853.7854028,604,40867.42223,33.3594368,807,66716.71602,23.66193962,120,138.7209473
498.7536468,84.46952142,87.11740751,51.1,247,32,68.92086819,495.1440096,0,5109.911238,1037.144015,76,770.87262,604,40867.42223,33.3594368,703,62435.36647,24.6227092,120,135.6765289
