distance_m,fspl_dB,umi_pathloss_dB,tx_height_m,f3_polygon_count,los_intersection_count,dist_to_first_intersection_m,dist_to_last_intersection_m,is_los,fresnel3_obstr_poly_area,los_obstr_poly_area,f1_polygon_count,fresnel1_obstr_poly_area,tx_sphere_poly_count,tx_sphere_obstr_poly_area,avg_tx_clutter_height,rx_sphere_poly_count,rx_sphere_obstr_poly_area,avg_rx_clutter_height,pointnet_prediction,measured_pathloss_dB
707.9215166,106.351663,109.1516482,83.9,130,8,533.79753,655.201511,0,573.107711,92.75409998,72,82.6072468,94,12685.11084,82.400002,1704,76399.82953,17.58984266,140,145.2875671
704.429628,106.3087131,109.1065507,83.9,148,8,586.4547631,653.6966848,0,751.3939392,85.68657418,111,211.033428,94,12685.11084,82.400002,1631,74487.61995,17.15347133,140,140.5506897
700.9560101,106.2657761,109.0614668,83.9,178,16,534.9515415,654.5552413,0,1457.823539,248.2990291,118,435.6369719,94,12685.11084,82.400002,1598,74606.2375,17.0849249,140,138.7964478
697.5009356,106.2228567,109.0164015,83.9,119,6,538.4525556,590.2475845,0,863.2482685,79.80417206,39,161.2391963,94,12685.11084,82.400002,1528,74419.8074,17.00403848,140,159.6641998
694.0646817,106.1799597,108.9713597,83.9,144,18,442.2135412,603.9664903,0,920.7221416,321.4793788,18,14.32858889,94,12685.11084,82.400002,1508,73306.21286,17.05967505,140,140.5732117
680.5135496,106.0086963,108.7915331,83.9,83,5,544.7882154,574.1209656,0,587.6338175,197.47758,24,20.95887492,94,12685.11084,82.400002,1258,68263.71951,18.869676,135,142.9058838
677.1756924,105.965988,108.7466894,83.9,61,2,544.5374737,544.5374737,0,321.3423618,11.72791104,37,89.12504777,94,12685.11084,82.400002,1092,64408.8636,20.00137986,135,164.635025
673.8584018,105.9233338,108.7019024,83.9,39,4,542.1943208,544.1069535,0,131.8826481,37.03655202,24,51.96429158,94,12685.11084,82.400002,963,62710.86851,21.35153386,135,142.3010406
664.0330016,105.7957541,108.5679437,83.9,83,20,407.183496,570.5271053,0,854.9335946,309.4023966,48,203.9710035,94,12685.11084,82.400002,910,60342.50607,21.79214936,140,158.440033
654.403934,105.6688788,108.4347247,83.9,49,8,394.3799611,573.3728768,0,472.1340991,108.5931707,21,69.62198409,94,12685.11084,82.400002,829,54839.33276,22.84440165,140,162.7745209
651.2393846,105.6267739,108.3905146,83.9,56,10,395.0399637,568.3295809,0,757.5649506,357.3704721,10,89.12963126,94,12685.11084,82.400002,743,52321.00555,23.14508855,140,148.5369263
648.0979581,105.5847739,108.3464145,83.9,38,0,-1,-1,1,306.1413596,0,25,47.35958129,94,12685.11084,82.400002,712,51528.62449,23.56899166,140,131.7496643
644.9799923,105.5428857,108.3024319,83.9,30,0,-1,-1,1,121.9254188,0,20,38.75275022,94,12685.11084,82.400002,747,50962.58564,23.1785456,140,139.2302856
641.8858291,105.5011166,108.2585743,83.9,11,0,-1,-1,1,14.35159944,0,0,0,94,12685.11084,82.400002,757,50013.27395,22.03903319,140,139.2119904
638.8158145,105.459474,108.2148496,83.9,0,0,-1,-1,1,0,0,0,0,94,12685.11084,82.400002,829,49024.97524,20.26248274,140,138.7557373
635.7702982,105.4179655,108.1712657,83.9,0,0,-1,-1,1,0,0,0,0,94,12685.11084,82.400002,851,48946.68914,19.62869995,140,132.457428
632.7496339,105.3765989,108.1278308,83.9,0,0,-1,-1,1,0,0,0,0,94,12685.11084,82.400002,867,49719.09169,19.25861522,140,148.4392242
629.7541794,105.335382,108.084553,83.9,0,0,-1,-1,1,0,0,0,0,94,12685.11084,82.400002,842,50384.0533,20.12333338,140,144.8818512
626.784296,105.2943229,108.041441,83.9,0,0,-1,-1,1,0,0,0,0,94,12685.11084,82.400002,910,51213.35628,20.0551804,140,132.2849731
623.8403489,105.25343,107.9985035,83.9,0,0,-1,-1,1,0,0,0,0,94,12685.11084,82.400002,921,52640.8544,20.84225962,140,138.201004
