distance_m,fspl_dB,umi_pathloss_dB,tx_height_m,f3_polygon_count,los_intersection_count,dist_to_first_intersection_m,dist_to_last_intersection_m,is_los,fresnel3_obstr_poly_area,los_obstr_poly_area,f1_polygon_count,fresnel1_obstr_poly_area,tx_sphere_poly_count,tx_sphere_obstr_poly_area,avg_tx_clutter_height,rx_sphere_poly_count,rx_sphere_obstr_poly_area,avg_rx_clutter_height,pointnet_prediction,measured_pathloss_dB
704.6433832,118.3525482,121.1505176,42.7,0,0,-1,-1,1,0,0,0,0,1248,50566.363,16.50144231,0,0,0,150,150.7050781
701.1229116,118.3090438,121.104838,42.7,0,0,-1,-1,1,0,0,0,0,1248,50566.363,16.50144231,0,0,0,150,150.7261658
697.6205106,118.2655454,121.0591647,42.7,0,0,-1,-1,1,0,0,0,0,1248,50566.363,16.50144231,0,0,0,150,150.7472076
694.1364539,118.2220577,121.0135025,42.7,0,0,-1,-1,1,0,0,0,0,1248,50566.363,16.50144231,0,0,0,150,159.2774048
690.6710188,118.1785853,120.9678565,42.7,0,0,-1,-1,1,0,0,0,0,1248,50566.363,16.50144231,0,0,0,150,157.638382
687.2244873,118.1351331,120.9222318,42.7,14,4,199.6196066,202.1438325,0,145.1748541,115.6226463,0,0,1248,50566.363,16.50144231,0,0,0,150,149.8042755
683.7971451,118.0917063,120.8766336,42.7,10,2,186.9356681,186.9356681,0,79.31295835,40.2703093,0,0,1248,50566.363,16.50144231,0,0,0,150,149.8294067
680.3892822,118.0483099,120.8310674,42.7,10,2,186.1838192,186.1838192,0,61.32961346,8.113167877,0,0,1248,50566.363,16.50144231,0,0,0,150,149.7476501
677.0011928,118.0049493,120.7855387,42.7,0,0,-1,-1,1,0,0,0,0,1248,50566.363,16.50144231,0,0,0,150,149.7718201
673.6331752,117.96163,120.7400534,42.7,0,0,-1,-1,1,0,0,0,0,1248,50566.363,16.50144231,0,0,0,150,149.7964172
670.2855321,117.9183575,120.6946174,42.7,0,0,-1,-1,1,0,0,0,0,1248,50566.363,16.50144231,0,0,0,150,149.8209839
666.9585701,117.8751378,120.6492366,42.7,0,0,-1,-1,1,0,0,0,0,1248,50566.363,16.50144231,0,0,0,150,149.8607941
