distance_m,fspl_dB,umi_pathloss_dB,tx_height_m,f3_polygon_count,los_intersection_count,dist_to_first_intersection_m,dist_to_last_intersection_m,is_los,fresnel3_obstr_poly_area,los_obstr_poly_area,f1_polygon_count,fresnel1_obstr_poly_area,tx_sphere_poly_count,tx_sphere_obstr_poly_area,avg_tx_clutter_height,rx_sphere_poly_count,rx_sphere_obstr_poly_area,avg_rx_clutter_height,pointnet_prediction,measured_pathloss_dB
707.4514585,118.3870936,121.1867902,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,277,17776.52774,20.26672238,170,168.1958008
703.9326003,118.3437822,121.1413133,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,253,17918.33267,19.74279051,170,170.2068939
700.4317565,118.3004772,121.095843,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,258,20234.55734,18.07227214,170,169.1193237
696.9491984,118.2571831,121.0503842,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,299,25276.56119,18.85520528,170,171.4533081
693.4852016,118.2139046,121.0049418,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,331,30375.70065,20.02036254,170,181.6184082
690.0400456,118.1706465,120.9595208,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,354,34962.18498,21.52179805,170,154.4490967
686.614014,118.1274139,120.9141266,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,368,39271.46805,22.48427046,170,157.4829559
683.2073946,118.0842118,120.8687643,64.1,14,0,-1,-1,1,36.90539319,0,0,0,176,18081.63474,43.5511367,397,42607.87564,22.32193388,170,172.2823334
679.820479,118.0410455,120.8234397,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,403,45006.9435,22.93443126,170,170.463028
676.4535634,117.9979204,120.7781584,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,413,46248.96128,22.81550822,170,170.0532684
673.1069477,117.9548421,120.7329262,64.1,0,0,-1,-1,1,0,0,0,0,176,18081.63474,43.5511367,426,47832.61557,22.64357025,170,171.9685974
663.1919648,117.8259457,120.597585,64.1,14,0,-1,-1,1,90.2141025,0,14,19.05352259,176,18081.63474,43.5511367,421,50252.16686,23.07634806,170,168.0859222
