distance_m,fspl_dB,umi_pathloss_dB,tx_height_m,f3_polygon_count,los_intersection_count,dist_to_first_intersection_m,dist_to_last_intersection_m,is_los,fresnel3_obstr_poly_area,los_obstr_poly_area,f1_polygon_count,fresnel1_obstr_poly_area,tx_sphere_poly_count,tx_sphere_obstr_poly_area,avg_tx_clutter_height,rx_sphere_poly_count,rx_sphere_obstr_poly_area,avg_rx_clutter_height,pointnet_prediction,measured_pathloss_dB
690.1157361,118.1715992,120.9605212,70.3,30,4,612.0012074,612.0012074,0,138.2788125,31.42174761,10,2.145844177,87,19942.19324,51.0390814,501,34615.89648,28.79801502,170,195.9423981
673.3005849,117.9573405,120.7355495,70.3,11,0,-1,-1,1,135.3586589,0,11,11.490169,87,19942.19324,51.0390814,589,36166.96275,22.00295279,170,193.1001587
669.9988562,117.9146419,120.6907159,70.3,25,0,-1,-1,1,256.8397309,0,11,48.72741261,87,19942.19324,51.0390814,565,36207.17385,22.82141028,170,194.1913757
666.7182741,117.8720078,120.6459502,70.3,35,0,-1,-1,1,451.2734033,0,14,7.57103147,87,19942.19324,51.0390814,583,38468.10277,22.9769415,170,192.2229767
663.4591523,117.8294444,120.6012586,70.3,41,0,-1,-1,1,795.4779024,0,24,97.08721271,87,19942.19324,51.0390814,649,41202.94516,22.22025614,170,190.7176971
660.2218085,117.7869579,120.5566478,70.3,36,14,265.8160671,281.9837463,0,663.7010019,512.4366061,36,297.20538,87,19942.19324,51.0390814,697,44733.55314,22.16809612,170,169.3722534
657.0065648,117.7445548,120.5121245,70.3,36,12,277.2935586,281.8831487,0,688.210029,260.827962,32,252.9448517,87,19942.19324,51.0390814,760,46794.29289,21.36911222,170,169.3258362
650.6436856,117.660025,120.4233682,70.3,20,0,-1,-1,1,215.5450231,0,0,0,87,19942.19324,51.0390814,774,48058.96991,20.54128568,170,199.3428955
635.1465611,117.4506396,120.2035136,70.3,13,2,170.4650446,170.4650446,0,181.614383,92.61888825,0,0,87,19942.19324,51.0390814,826,56641.88132,20.28192363,170,195.1380157
632.1201973,117.409154,120.1599536,70.3,13,0,-1,-1,1,141.6323692,0,0,0,87,19942.19324,51.0390814,818,56750.38713,20.35817916,170,194.3564148
629.1190138,117.3678168,120.1165497,70.3,13,0,-1,-1,1,81.09043692,0,0,0,87,19942.19324,51.0390814,820,56464.1645,20.48846092,170,194.2646484
626.1433727,117.3266364,120.0733102,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,809,55909.94742,20.69786004,170,193.6466675
623.19364,117.2856209,120.0302439,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,797,54855.53528,20.66840103,170,192.0856018
620.2701852,117.2447788,119.9873597,70.3,10,2,249.730892,249.730892,0,188.660367,67.91473615,0,0,87,19942.19324,51.0390814,765,52294.49813,20.53146728,185,170.0450439
608.8466649,117.0833193,119.8178272,70.3,19,6,269.9220707,276.616056,0,560.3585801,360.4656471,0,0,87,19942.19324,51.0390814,541,43644.96927,19.70224849,115,186.2774658
589.955752,116.8095494,119.5303689,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,217,25514.75853,21.36697678,115,147.2500916
587.3777141,116.7715099,119.4904274,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,228,26174.88744,23.23231088,115,112.6776886
584.83106,116.7337692,119.4507996,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,230,26571.42885,22.23394334,115,116.1874008
582.3162014,116.6963381,119.411497,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,281,27652.1633,21.32784433,115,116.1474762
579.8335521,116.6592275,119.3725308,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,305,30151.49738,21.65542424,115,112.7175598
577.3835275,116.6224484,119.3339128,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,310,32597.25101,21.68765118,115,113.3976898
574.9665447,116.5860121,119.2956547,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,334,34872.5509,21.52863156,115,116.0576477
572.5830221,116.54993,119.2577684,70.3,50,0,-1,-1,1,132.2748321,0,0,0,87,19942.19324,51.0390814,371,36480.19586,20.61768161,115,116.0267487
570.2333793,116.5142133,119.220266,70.3,50,0,-1,-1,1,405.9953098,0,24,34.5788132,87,19942.19324,51.0390814,381,38915.2128,21.00145272,115,115.9957733
563.3919382,116.4093732,119.1101838,70.3,25,0,-1,-1,1,84.97643537,0,25,20.95600745,87,19942.19324,51.0390814,454,47447.14555,20.38999635,115,166.6195068
550.6806826,116.2111575,118.9020573,70.3,39,0,-1,-1,1,154.4593205,0,19,49.82738663,87,19942.19324,51.0390814,708,61942.54492,18.27631621,185,184.4391479
546.7438099,116.1488381,118.836622,70.3,75,0,-1,-1,1,342.2753956,0,40,51.10763001,87,19942.19324,51.0390814,730,64111.55701,18.21527509,185,185.8518066
544.8335373,116.1184373,118.8047011,70.3,81,0,-1,-1,1,438.1598544,0,33,90.98290258,87,19942.19324,51.0390814,706,62845.80996,18.33027033,185,186.878418
542.962589,116.0885588,118.7733287,70.3,43,0,-1,-1,1,305.7717382,0,29,118.214227,87,19942.19324,51.0390814,682,63843.51727,18.61203372,190,184.3717804
541.1313729,116.0592149,118.7425176,70.3,51,0,-1,-1,1,384.2281974,0,29,96.94263532,87,19942.19324,51.0390814,692,65559.57626,18.359184,190,187.3834839
519.8848128,115.7113032,118.3772104,70.3,45,2,384.4045506,384.4045506,0,231.426875,24.18805394,0,0,87,19942.19324,51.0390814,379,47637.29982,26.44823446,190,191.2199402
518.695487,115.69141,118.3563225,70.3,13,0,-1,-1,1,5.03285351,0,0,0,87,19942.19324,51.0390814,359,46074.32433,27.06655793,190,191.7445984
517.5517346,115.672236,118.3361898,70.3,8,2,386.3436553,386.3436553,0,121.7054597,31.19399035,0,0,87,19942.19324,51.0390814,347,44967.25939,27.62450614,185,188.708725
516.4538582,115.6537912,118.3168227,70.3,16,2,450.5610898,450.5610898,0,38.82002685,3.009367204,0,0,87,19942.19324,51.0390814,374,45013.89394,26.33531697,190,188.789032
515.4021511,115.6360852,118.2982314,70.3,41,0,-1,-1,1,284.0057893,0,19,31.31371761,87,19942.19324,51.0390814,359,43814.51438,26.80959377,185,195.4230652
514.3968964,115.6191274,118.2804258,70.3,33,2,410.4839579,410.4839579,0,158.8352244,19.13754771,11,0.909237191,87,19942.19324,51.0390814,336,41330.73672,27.70365959,185,194.6858521
513.4383671,115.602927,118.2634153,70.3,60,6,411.5893228,416.3641762,0,756.9972285,160.1531112,19,112.5892397,87,19942.19324,51.0390814,318,39060.35137,27.45389378,185,199.4583435
512.5268251,115.5874926,118.2472092,70.3,50,14,278.8012477,402.4030866,0,761.5611928,412.3300928,23,102.5458926,87,19942.19324,51.0390814,330,37788.29924,26.10660246,185,188.3049622
511.6625218,115.5728328,118.2318164,70.3,86,6,275.9110326,383.1855077,0,800.1494968,196.3080012,48,148.8412417,87,19942.19324,51.0390814,344,35776.68008,24.89016876,185,188.2006836
510.8456967,115.5589554,118.2172452,70.3,117,18,275.4705645,420.7346915,0,1186.360854,539.6077093,78,419.3366811,87,19942.19324,51.0390814,337,33346.03523,25.02824138,185,174.4825745
510.0765781,115.5458683,118.2035036,70.3,66,10,275.0558218,464.8517653,0,497.1609323,266.1835852,24,2.944761545,87,19942.19324,51.0390814,328,31897.32986,25.23831014,185,174.4677582
509.3553821,115.5335786,118.1905995,70.3,68,12,273.8262445,464.6620536,0,560.239999,146.4252151,43,115.3353785,87,19942.19324,51.0390814,332,30294.60646,24.30652822,185,174.8408661
508.6823124,115.5220934,118.17854,70.3,66,4,270.5774402,270.5774402,0,360.1678988,60.15202616,36,52.76625609,87,19942.19324,51.0390814,339,29117.07386,23.66413587,185,174.7446594
508.0575604,115.511419,118.1673319,70.3,57,6,273.3696037,278.5352114,0,376.4067831,165.8633892,0,0,87,19942.19324,51.0390814,342,27767.68357,22.39892327,185,190.2770691
507.4813045,115.5015616,118.1569816,70.3,40,0,-1,-1,1,116.1258547,0,0,0,87,19942.19324,51.0390814,333,26890.34039,21.35371136,185,190.0913391
506.95371,115.4925267,118.147495,70.3,56,0,-1,-1,1,136.4174754,0,24,1.99902345,87,19942.19324,51.0390814,267,25454.53752,22.03376492,170,169.3195343
506.4749291,115.4843197,118.1388776,70.3,75,0,-1,-1,1,349.1872349,0,28,84.99030182,87,19942.19324,51.0390814,223,24544.38798,24.00890556,170,169.318222
506.0451002,115.4769451,118.1311343,70.3,55,0,-1,-1,1,422.1956057,0,27,51.96291535,87,19942.19324,51.0390814,214,24024.85744,24.70176464,170,166.1134644
505.6643483,115.4704073,118.1242697,70.3,83,0,-1,-1,1,476.2819236,0,18,5.525494554,87,19942.19324,51.0390814,166,25046.9101,29.4246181,170,166.080307
505.3327843,115.4647101,118.1182876,70.3,72,0,-1,-1,1,399.9899978,0,18,31.16805125,87,19942.19324,51.0390814,176,25895.84723,27.64725792,170,188.4117889
505.050505,115.4598568,118.1131916,70.3,55,4,339.1472868,339.4589707,0,232.7039727,73.62893882,10,44.10422574,87,19942.19324,51.0390814,165,28322.0289,29.15242286,170,196.572113
504.8175931,115.4558503,118.1089847,70.3,33,0,-1,-1,1,282.393592,0,20,48.60248281,87,19942.19324,51.0390814,180,32165.90992,29.07113446,170,163.9295807
504.6341169,115.4526928,118.1056694,70.3,37,0,-1,-1,1,178.1989242,0,37,51.01975118,87,19942.19324,51.0390814,151,34039.82888,33.52646262,170,172.6566162
505.2115392,115.4626259,118.1160991,70.3,32,0,-1,-1,1,135.3065129,0,11,7.200354494,87,19942.19324,51.0390814,313,56477.81088,33.5186171,190,187.9936066
505.5229856,115.4679788,118.1217197,70.3,53,6,321.9996033,322.7763799,0,329.4678361,105.2745092,21,67.37407686,87,19942.19324,51.0390814,319,55612.72229,33.92604758,190,171.8549347
505.8836612,115.4741737,118.1282243,70.3,63,4,316.6088898,322.017539,0,339.684495,79.56408195,46,114.3883418,87,19942.19324,51.0390814,317,52211.45062,33.84916119,190,168.2290955
507.2599411,115.497772,118.1530025,70.3,18,4,238.8840273,243.4962736,0,230.3978963,157.7162697,0,0,87,19942.19324,51.0390814,330,46628.39703,30.99268596,190,186.0986633
507.8163423,115.5072941,118.1630008,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,375,45976.01837,28.04090774,190,186.2167664
508.4213088,115.5176355,118.1738593,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,445,47258.08209,25.80481337,190,186.3298798
509.0746673,115.5287903,118.1855718,70.3,0,0,-1,-1,1,0,0,0,0,87,19942.19324,51.0390814,480,47342.76656,24.57491003,170,185.5841827
509.7762319,115.5407523,118.1981319,70.3,10,2,250.3427691,250.3427691,0,110.4309349,38.70918191,0,0,87,19942.19324,51.0390814,548,48170.00304,23.21691514,170,174.2409058
510.5258038,115.5535146,118.2115323,70.3,10,2,252.163497,252.163497,0,213.5852824,28.97431881,10,67.3580501,87,19942.19324,51.0390814,534,48221.15034,22.85104326,170,170.8498383
511.3231718,115.5670701,118.2257656,70.3,26,4,240.7975253,249.3687414,0,257.4671175,99.28995891,0,0,87,19942.19324,51.0390814,573,50512.69756,22.99584714,170,173.7384644
512.1681127,115.5814113,118.2408239,70.3,16,0,-1,-1,1,79.24214521,0,16,13.01930388,87,19942.19324,51.0390814,606,52285.21759,23.06152602,170,179.7966156
513.0603916,115.5965304,118.2566989,70.3,16,0,-1,-1,1,176.854257,0,16,64.35389655,87,19942.19324,51.0390814,618,53485.13843,23.00302924,170,169.2092133
513.9997618,115.612419,118.2733819,70.3,27,0,-1,-1,1,230.9279094,0,0,0,87,19942.19324,51.0390814,679,54574.72626,22.51721664,170,169.0972748
