Tx_UTM_X,Tx_UTM_Y,Tx_UTM_Z,Tx_lon,Tx_lat,Tx_attitude,Rx_UTM_X,Rx_UTM_Y,Rx_UTM_Z,Rx_lon,Rx_lat,Rx_attitude,PL
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389287.5,3948437.5,1.5,139.776654153859,35.673611535068,1.5,136.988861083984
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389292.5,3948437.5,1.5,139.776709391352,35.6736120963509,1.5,135.053848266602
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389297.5,3948437.5,1.5,139.776764628846,35.6736126576084,1.5,131.171737670898
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389302.5,3948437.5,1.5,139.776819866343,35.6736132188406,1.5,125.41276550293
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389307.5,3948437.5,1.5,139.77687510384,35.6736137800474,1.5,137.593978881836
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389312.5,3948437.5,1.5,139.77693034134,35.6736143412289,1.5,152.492660522461
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389317.5,3948437.5,1.5,139.77698557884,35.6736149023851,1.5,148.741333007812
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389322.5,3948437.5,1.5,139.777040816343,35.673615463516,1.5,147.464920043945
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389327.5,3948437.5,1.5,139.777096053847,35.6736160246215,1.5,147.445755004883
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389332.5,3948437.5,1.5,139.777151291352,35.6736165857017,1.5,148.703506469727
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389337.5,3948437.5,1.5,139.777206528859,35.6736171467566,1.5,141.800109863281
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389342.5,3948437.5,1.5,139.777261766367,35.6736177077861,1.5,147.063491821289
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389347.5,3948437.5,1.5,139.777317003877,35.6736182687903,1.5,145.221633911133
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389352.5,3948437.5,1.5,139.777372241389,35.6736188297692,1.5,139.518127441406
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389357.5,3948437.5,1.5,139.777427478902,35.6736193907227,1.5,147.94660949707
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389362.5,3948437.5,1.5,139.777482716416,35.6736199516509,1.5,147.997497558594
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389367.5,3948437.5,1.5,139.777537953932,35.6736205125537,1.5,147.567459106445
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389372.5,3948437.5,1.5,139.77759319145,35.6736210734313,1.5,142.276321411133
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389377.5,3948437.5,1.5,139.777648428969,35.6736216342835,1.5,147.034637451172
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389382.5,3948437.5,1.5,139.77770366649,35.6736221951103,1.5,142.634750366211
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389387.5,3948437.5,1.5,139.777758904012,35.6736227559119,1.5,141.843292236328
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389392.5,3948437.5,1.5,139.777814141536,35.6736233166881,1.5,139.370544433594
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389397.5,3948437.5,1.5,139.777869379061,35.6736238774389,1.5,141.092834472656
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389402.5,3948437.5,1.5,139.777924616588,35.6736244381645,1.5,155.568298339844
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389417.5,3948437.5,1.5,139.778090329177,35.6736261201891,1.5,150.114700317383
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389422.5,3948437.5,1.5,139.77814556671,35.6736266808133,1.5,143.771392822266
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389427.5,3948437.5,1.5,139.778200804244,35.6736272414121,1.5,143.770935058594
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389432.5,3948437.5,1.5,139.77825604178,35.6736278019857,1.5,139.435638427734
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389437.5,3948437.5,1.5,139.778311279318,35.6736283625339,1.5,140.692123413086
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389442.5,3948437.5,1.5,139.778366516856,35.6736289230568,1.5,144.111907958984
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389447.5,3948437.5,1.5,139.778421754397,35.6736294835543,1.5,147.452056884766
389784.364779862,3948936.41536661,40.8,139.782074934549,35.6781646045989,40.8,389452.5,3948437.5,1.5,139.778476991939,35.6736300440265,1.5,159.227233886719
