Tx_UTM_X,Tx_UTM_Y,Tx_UTM_Z,Tx_lon,Tx_lat,Tx_attitude,Rx_UTM_X,Rx_UTM_Y,Rx_UTM_Z,Rx_lon,Rx_lat,Rx_attitude,PL
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388072.5,3948307.5,1.5,139.763249569248,35.6723025295078,1.5,141.736923217773
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388077.5,3948307.5,1.5,139.763304805561,35.6723030969221,1.5,142.312438964844
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388082.5,3948307.5,1.5,139.763360041876,35.672303664311,1.5,128.312942504883
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388087.5,3948307.5,1.5,139.763415278192,35.6723042316746,1.5,126.608413696289
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388092.5,3948307.5,1.5,139.763470514509,35.6723047990129,1.5,121.617935180664
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388097.5,3948307.5,1.5,139.763525750829,35.6723053663258,1.5,119.999755859375
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388102.5,3948307.5,1.5,139.763580987149,35.6723059336134,1.5,132.747467041016
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388107.5,3948307.5,1.5,139.763636223472,35.6723065008757,1.5,130.964447021484
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388112.5,3948307.5,1.5,139.763691459795,35.6723070681126,1.5,131.095092773438
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388117.5,3948307.5,1.5,139.763746696121,35.6723076353242,1.5,133.205154418945
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388122.5,3948307.5,1.5,139.763801932447,35.6723082025105,1.5,131.964813232422
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388127.5,3948307.5,1.5,139.763857168776,35.6723087696715,1.5,124.12712097168
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388147.5,3948307.5,1.5,139.764078114105,35.6723110380619,1.5,88.8723373413086
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388152.5,3948307.5,1.5,139.764133350441,35.6723116050962,1.5,83.3779830932617
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388157.5,3948307.5,1.5,139.764188586779,35.6723121721052,1.5,95.6052017211914
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388162.5,3948307.5,1.5,139.764243823118,35.6723127390888,1.5,84.9685745239258
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388182.5,3948307.5,1.5,139.76446476849,35.6723150067701,1.5,128.0869140625
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388192.5,3948307.5,1.5,139.764575241186,35.6723161404587,1.5,132.966110229492
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388212.5,3948307.5,1.5,139.764796186595,35.6723184075319,1.5,122.85807800293
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388217.5,3948307.5,1.5,139.764851422951,35.6723189742369,1.5,121.371444702148
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388222.5,3948307.5,1.5,139.764906659309,35.6723195409166,1.5,119.531616210938
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388242.5,3948307.5,1.5,139.765127604755,35.6723218073819,1.5,137.125305175781
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388267.5,3948307.5,1.5,139.765403786598,35.6723246398936,1.5,122.088500976562
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388272.5,3948307.5,1.5,139.765459022971,35.67232520632,1.5,124.8896484375
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388277.5,3948307.5,1.5,139.765514259345,35.672325772721,1.5,122.383285522461
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388282.5,3948307.5,1.5,139.765569495722,35.6723263390967,1.5,116.073745727539
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388287.5,3948307.5,1.5,139.765624732099,35.672326905447,1.5,125.925979614258
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388292.5,3948307.5,1.5,139.765679968479,35.6723274717721,1.5,125.836219787598
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388297.5,3948307.5,1.5,139.765735204859,35.6723280380718,1.5,125.686340332031
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388302.5,3948307.5,1.5,139.765790441242,35.6723286043461,1.5,127.181228637695
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388307.5,3948307.5,1.5,139.765845677626,35.6723291705952,1.5,122.283599853516
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388322.5,3948307.5,1.5,139.766011386787,35.6723308691903,1.5,110.048736572266
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388327.5,3948307.5,1.5,139.766066623177,35.672331435338,1.5,113.437042236328
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388332.5,3948307.5,1.5,139.766121859568,35.6723320014603,1.5,115.955924987793
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388337.5,3948307.5,1.5,139.766177095962,35.6723325675574,1.5,115.786590576172
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388342.5,3948307.5,1.5,139.766232332356,35.6723331336291,1.5,118.850341796875
388568.614779862,3948805.91536661,61.8,139.768661267291,35.6768515948413,61.8,388347.5,3948307.5,1.5,139.766287568753,35.6723336996755,1.5,122.79549407959
